Area,Bedrooms,Bathrooms,Stories,Parking,Age,Distance_City,School_Rating,Crime_Index,Hospital_Distance,Mall_Distance,Public_Transport,Garden,Pool,Garage,Income_Area,Population_Density,Air_Quality,Property_Tax,Price
958,1,1,4,3,20,16.43,9,3.58,19.22,19.26,10,0,0,0,56261,14609,28.06,6131,1635228
510,6,5,4,0,24,8.64,4,5.23,12.66,0.6,5,1,0,1,117986,18668,126.79,1945,3355239
4349,1,2,4,4,36,1.2,8,4.83,7.68,19.96,1,0,1,0,137585,4375,136.35,9936,2890259
4521,3,3,4,1,34,15.48,1,5.88,4.01,6.5,7,0,0,1,122767,587,77.77,6643,2850720
2332,2,1,3,1,34,11.14,6,8.58,18.02,2.78,6,0,1,1,30567,3510,124.13,9358,1614209
3330,1,3,1,1,39,22.51,2,8.9,12.88,2.21,1,1,0,1,33346,4667,22.87,1053,1393821
2615,6,1,3,2,4,10.27,10,6.43,16.84,4.72,3,1,1,0,122838,13039,93.03,5345,3656831
2352,5,4,2,0,36,28.1,6,2.6,4.47,1.44,1,1,1,0,73931,1986,77.06,3436,2794169
1508,2,4,2,4,19,18.66,3,6.81,10.94,16.37,10,0,1,1,95838,9909,133.05,8056,2207044
2200,4,3,2,0,42,9.53,6,7.24,12.13,15.95,6,1,0,1,24158,18294,95.88,2783,1994518
3625,6,2,1,4,28,18.71,10,5.31,8.51,4.95,1,0,0,0,56856,5600,125.36,4443,2808708
2318,6,5,2,0,42,17.31,1,7.92,6.83,12.41,3,1,0,1,20755,1294,121.17,5016,2798535
4067,4,4,3,3,2,24.45,3,4.5,14.9,9.55,8,1,1,0,74175,16997,23.76,4361,3569540
2085,5,1,2,1,12,26.55,1,6.08,1.08,12.37,10,0,1,1,85534,2150,102.02,8646,2289101
1313,5,4,2,0,0,17.12,7,8.56,8.37,10.78,3,0,1,1,21477,951,69.19,7536,2814521
4789,1,2,4,4,3,9.69,3,4.33,11.11,5.69,6,0,1,0,108816,15232,97.58,3568,2766333
1326,6,5,4,4,28,0.75,2,1.37,1.71,4.64,9,0,1,1,53739,17890,148.19,1729,3715395
4874,2,2,3,3,50,9.89,7,9.26,9.43,14.86,3,1,0,0,33101,7595,29.13,9263,1866481
3959,6,4,4,2,3,9.95,10,8.96,9.79,13.83,4,0,1,0,130344,7435,77.87,3834,4400115
2475,4,1,2,3,47,26.37,9,5.75,0.95,19.86,2,1,1,1,90846,3725,50.54,8202,2391277
1137,3,2,1,3,42,10.48,3,3.43,12.09,5.87,5,0,0,0,85114,18346,40.68,4703,1347044
3382,6,5,4,3,27,4.48,9,3.78,0.77,18.25,9,1,1,1,137555,944,119.32,6440,4921262
4178,3,4,4,1,7,18.2,8,5.6,6.67,8.83,3,1,1,1,39620,9120,63.43,7912,3377703
4222,2,5,2,4,38,2.12,8,2.46,19.66,8.69,10,1,0,1,107321,1269,32.86,5256,3153039
2365,5,2,4,1,35,12.51,9,5.73,19.79,12.51,4,1,0,0,66943,8786,75.02,9208,2873633
2029,5,4,4,0,3,7.19,7,4.36,5.74,11.32,9,1,0,1,105435,3095,111.78,3636,3658343
1693,4,2,3,0,41,12.26,1,7.57,3.4,8.85,5,1,0,1,29891,9830,98.63,1594,1992066
1184,1,1,1,3,25,10.99,10,8.86,6.52,18.88,4,0,0,0,82202,17504,133.01,7555,875948
4521,6,3,2,0,41,9.79,3,4.06,13.66,11.63,8,0,0,1,121414,6997,40.52,7744,3461646
3559,4,5,1,0,47,13.7,9,7.11,8.38,18.2,2,1,0,0,107680,8784,20.12,3405,2985218
774,1,4,3,1,9,29.37,7,9.17,5.52,6.55,10,1,1,1,38369,14624,107.58,6834,1395448
3120,2,3,4,3,43,25.57,2,1.74,8.52,3.56,6,1,0,1,65005,12268,97.94,9086,2248893
2034,1,3,1,2,20,5.33,9,7.64,16.89,3.71,4,0,0,1,141062,9471,114.71,1335,1919834
1596,5,4,4,2,18,19.48,5,3.05,15.63,19.52,10,1,1,1,88852,14543,143.33,9173,3313227
940,3,4,4,1,16,19.27,7,7.47,18.31,9.88,9,0,1,0,93783,833,73.31,2220,2202094
763,5,5,4,4,18,9.1,3,6.52,3.72,11.61,2,1,1,0,35873,4716,85.36,7941,3282014
4644,3,5,4,0,49,5.81,9,6.33,0.53,13.04,8,0,1,1,49962,9167,108.21,6746,3325478
3369,1,2,2,2,13,27.61,5,1.5,17.45,13.99,9,0,1,0,29321,8342,96.82,5791,1453416
3143,4,5,3,2,39,1.11,8,2.88,13.97,16.74,3,0,0,0,124090,2838,43.72,6055,3367666
1275,6,5,1,2,16,8.25,8,9.77,10.35,4.74,8,1,0,1,27633,12621,131.25,8273,2591347
3539,6,1,4,1,24,20.23,3,4.99,4.0,5.48,4,0,1,1,79376,5510,20.43,9126,3453615
930,3,4,1,3,32,18.83,4,4.97,18.53,10.23,6,0,0,1,129550,6895,70.54,2783,2401972
2962,3,3,3,0,43,24.29,9,7.06,19.65,18.33,8,0,0,1,125981,5310,116.51,1292,2111244
3935,3,1,3,4,46,17.53,3,5.34,6.04,17.12,9,1,0,1,104250,11362,115.49,4163,2288280
1078,6,4,2,0,50,20.12,5,8.36,6.92,7.97,2,1,0,1,69736,12321,101.96,3334,2270946
667,1,1,2,3,33,13.01,10,7.94,7.46,16.42,9,1,0,0,66010,4452,102.74,6334,1041696
4700,6,1,4,1,6,18.61,1,3.98,4.71,10.17,7,0,0,1,103059,19359,137.89,3748,3488257
2850,6,4,2,1,25,27.37,10,5.28,4.29,2.0,6,0,1,0,90655,16621,37.42,1430,3572924
3163,4,5,2,0,19,25.9,5,3.26,12.37,16.28,2,1,1,1,147018,19331,146.26,7297,3165905
2652,6,2,3,0,36,28.46,3,7.9,9.21,13.46,6,1,0,1,89198,11359,20.72,8285,2427326
3125,6,1,2,2,5,19.57,2,8.11,18.79,2.25,9,1,1,0,22482,16125,66.17,2727,2455803
2775,6,3,4,3,4,18.77,7,7.55,13.88,16.03,2,1,0,1,50748,9416,149.32,2329,3061205
2018,4,3,3,3,24,20.98,8,4.33,16.96,17.0,7,1,1,0,115042,5063,96.43,8808,3192287
2964,1,1,3,0,27,15.83,10,1.19,15.17,14.67,4,0,0,1,136811,14466,118.9,4044,1771694
3044,6,4,1,3,6,25.21,6,2.98,16.83,9.53,1,1,0,1,41615,18298,97.53,9040,3415447
1075,6,4,2,4,12,2.34,10,8.23,7.87,7.36,1,1,0,0,76600,13544,35.83,1894,3395363
4050,4,1,3,4,3,8.44,2,5.14,16.88,12.98,8,1,1,0,33619,19978,94.78,5670,2836471
4130,1,5,4,0,35,14.1,10,4.78,1.85,3.4,10,0,0,1,90917,17443,60.43,8685,2984720
4916,5,5,2,2,49,6.9,6,6.6,19.73,14.95,9,1,0,1,149304,8811,139.68,4070,3715199
600,1,5,4,0,20,8.09,6,6.31,7.42,2.76,4,0,1,1,132446,5460,114.49,2439,2193819
3183,4,4,1,2,1,16.3,9,2.64,6.23,16.73,5,0,0,1,30450,14267,122.98,1916,3033216
2781,6,2,2,0,23,27.24,7,6.75,9.65,11.0,4,0,0,1,33920,17298,114.53,4953,2419522
691,1,3,4,4,3,9.46,5,3.53,5.6,15.51,9,0,1,0,99278,7798,100.11,3551,2510672
1262,6,1,2,3,50,25.33,10,1.49,12.66,16.96,7,0,1,0,136986,10051,60.08,2322,3009689
3995,6,4,1,0,30,22.9,3,8.52,5.93,19.42,7,1,0,0,64864,17502,116.72,6646,2969619
1758,3,1,3,4,41,14.65,10,9.77,6.78,9.94,5,0,0,0,27696,6964,30.86,2056,1964025
3888,1,4,3,4,35,18.46,3,7.96,13.88,12.41,8,1,1,0,99956,9363,96.67,6672,2650515
2235,2,3,1,4,36,1.62,1,2.23,17.29,8.37,4,1,0,0,78073,16435,110.66,8757,1609438
4854,3,5,3,1,27,15.43,4,6.55,15.0,14.96,5,0,1,1,90544,6458,31.88,9562,2977327
1460,1,3,3,3,25,18.26,2,7.05,7.73,19.49,4,1,1,0,40590,7210,81.17,1228,1768463
2267,5,4,2,0,29,9.93,3,8.34,3.42,19.62,4,0,1,0,52914,5243,32.48,4350,2901039
3362,6,4,4,2,27,5.39,1,5.42,17.79,7.79,1,1,1,1,121095,11184,113.66,1725,3974534
4747,2,5,3,0,30,25.81,9,2.43,7.89,7.62,6,1,0,0,133677,15304,23.03,8008,3031110
3458,5,4,2,3,1,15.95,6,4.17,3.09,13.69,7,0,0,0,147396,13894,149.17,7115,3267830
1020,1,3,2,1,40,28.26,1,9.89,4.69,6.36,2,1,1,1,141224,11558,118.43,9926,1616830
3952,2,4,1,1,28,29.63,10,5.83,0.65,1.1,6,0,0,0,124607,6261,111.58,4653,2396571
3204,4,3,2,3,50,22.91,5,8.26,6.98,3.59,6,1,0,0,40079,894,90.41,4367,2108137
3841,3,3,2,4,36,20.77,7,2.1,10.6,9.23,9,1,0,1,94750,19919,123.67,4316,2748117
3284,1,1,4,4,12,15.8,3,6.55,1.88,3.34,10,1,0,1,110966,6579,83.02,7115,2451327
1366,1,2,4,1,40,0.87,7,6.39,13.2,13.18,7,0,1,0,109991,19547,69.83,5916,1669855
1648,2,3,2,4,33,16.62,10,7.08,16.55,13.71,9,1,0,0,32027,618,79.85,5625,1654352
2173,6,4,1,1,49,29.21,9,1.26,13.18,19.64,9,1,1,1,47449,16489,37.46,2850,2893024
1923,4,4,4,3,13,25.99,4,7.98,1.92,11.95,9,0,1,0,87171,10233,110.8,1764,3055700
4499,3,4,3,1,7,16.88,9,7.83,1.14,16.31,8,1,1,0,98431,3498,112.74,4742,3090567
1507,2,4,3,4,44,13.5,7,1.07,1.62,13.88,2,0,0,1,89183,4213,78.21,1277,2503030
1955,6,2,2,3,20,16.01,9,1.83,2.05,6.69,3,0,1,0,23185,9075,35.13,6637,2794434
4215,2,4,1,4,36,3.54,10,4.1,2.39,1.33,2,1,0,1,28445,7889,71.6,3783,2537823
2097,5,1,1,1,42,13.74,1,2.59,17.09,13.23,9,0,1,0,29797,9584,70.46,7349,1465101
2435,4,1,4,3,9,26.89,3,1.33,14.99,7.61,10,0,1,0,110425,11996,49.73,4388,2815356
723,1,4,2,3,8,10.1,2,1.32,16.94,11.74,7,0,1,0,24652,12400,106.52,6536,1367483
2195,2,2,1,4,25,13.57,1,8.78,18.72,16.78,3,1,0,1,60553,3559,102.9,4301,1493030
3937,4,3,2,1,36,1.97,7,3.03,19.62,19.14,6,1,1,0,49004,3815,96.45,9263,2544720
595,1,5,3,0,25,4.68,7,5.39,1.35,14.41,7,0,0,1,71292,12385,20.71,1291,1968999
2594,6,3,3,4,45,20.43,5,4.5,14.99,13.04,1,0,0,0,38408,7499,41.99,2555,2929423
3351,1,5,1,3,47,0.97,10,2.01,9.99,7.31,8,1,0,0,71102,15621,81.51,6805,2147486
2798,4,1,4,1,42,4.79,9,6.65,6.03,4.33,10,1,1,1,90507,18787,128.11,9176,2675566
583,2,1,3,4,31,2.87,1,8.46,7.98,13.64,4,1,1,1,118576,10178,31.49,5775,1845032
4342,1,5,4,2,21,6.93,5,4.27,7.68,0.8,9,0,0,0,102330,1105,147.41,6735,2805290
4354,2,3,4,2,8,24.44,3,6.34,4.46,12.77,1,0,0,1,62388,2357,103.85,2907,2395077
4027,6,3,4,0,9,25.16,7,1.05,6.26,10.09,7,0,0,0,67579,6063,63.63,4312,3243712
2041,3,1,4,3,11,29.82,9,1.25,11.73,6.33,2,1,1,1,108993,1534,32.51,5052,3033517
796,3,5,3,4,10,16.83,8,2.69,4.48,15.23,10,1,0,0,119724,18298,41.27,7935,3216024
4055,1,2,1,3,18,11.9,7,8.53,20.0,7.83,8,1,1,0,63370,2064,92.16,6783,1604585
1136,6,3,2,4,37,17.16,6,5.22,0.8,11.81,3,1,0,0,38907,17571,64.77,6487,2488594
2555,2,5,2,2,43,10.34,1,3.22,18.81,13.62,9,1,1,0,90349,4503,131.94,9668,2015042
3358,2,5,2,4,49,29.99,1,8.65,7.11,0.79,7,1,0,0,116200,18236,49.25,1869,2211661
4819,3,1,1,3,40,14.51,7,6.33,14.07,17.48,10,0,0,1,21664,16543,134.55,8507,1516305
3399,4,3,3,2,45,8.68,7,6.32,19.77,2.77,5,0,1,1,81711,7291,91.8,6000,2862661
1453,6,3,3,3,31,13.03,6,6.4,9.51,3.69,7,0,1,0,41504,16093,48.4,5333,2873051
4506,1,2,1,4,42,29.65,6,4.68,15.41,13.82,2,1,0,0,60395,6765,22.74,8345,1748107
4746,6,2,2,4,49,15.46,7,8.3,11.17,13.0,7,0,1,0,96416,3884,81.2,1121,3189147
2695,2,2,4,1,28,7.89,4,5.16,10.92,1.81,2,1,0,1,29839,6674,64.78,8889,1782215
4083,6,5,2,3,7,2.43,5,5.15,18.54,3.83,8,0,1,1,90605,16277,135.16,4751,4160390
3056,1,3,3,2,50,28.06,5,5.07,18.78,4.28,2,1,1,0,73021,13686,50.08,1308,1501762
4968,6,5,3,1,35,6.23,2,3.68,13.52,9.74,2,1,1,1,21281,17509,88.84,1773,3757042
1061,5,5,1,1,18,8.89,7,8.26,4.1,10.77,3,1,0,1,46899,9095,110.02,1556,2911077
4247,2,4,2,0,16,17.14,2,5.65,4.2,18.26,3,0,0,1,64480,721,104.49,1053,2392120
2382,3,5,1,0,25,8.94,7,3.3,4.11,9.81,9,1,0,0,135053,8163,140.36,8783,2509490
1821,6,4,1,4,4,11.23,4,6.93,4.12,13.92,9,0,0,0,31583,7056,71.68,2039,2964809
920,6,2,2,4,19,2.64,8,7.83,9.37,0.76,9,1,1,0,81876,5738,73.77,5110,3354384
4668,1,1,3,0,15,17.84,7,5.33,1.95,10.86,4,1,0,1,138712,19090,49.03,1948,2634746
1771,2,4,1,2,27,17.38,4,6.34,5.28,15.59,10,0,0,0,25601,14874,41.76,5923,1696529
3894,1,1,3,3,43,25.03,3,3.08,1.51,14.05,8,0,0,1,70556,16596,24.86,2386,1665528
1134,2,5,1,2,18,13.41,3,1.33,11.46,15.27,3,1,1,1,86032,11304,72.35,4507,2542139
4960,6,5,4,0,30,27.84,3,8.18,9.45,8.44,7,0,1,0,112523,8370,72.99,1806,3956607
3446,4,3,1,3,37,16.69,4,9.62,8.6,18.66,4,0,1,1,74589,3305,137.81,9309,2371229
3396,2,3,4,3,30,21.58,9,4.26,3.19,12.38,6,0,1,0,90218,17311,138.56,4143,2823030
2889,3,5,2,1,48,18.77,7,1.34,3.05,5.71,1,0,1,1,85081,2539,40.2,8854,3120534
1917,5,3,1,3,48,3.7,1,9.66,9.04,8.52,3,1,0,0,129318,17143,149.07,1507,2391449
2252,4,3,1,1,27,18.52,9,9.44,10.49,7.82,6,0,0,1,121803,3831,99.91,8577,2070815
4563,6,5,2,4,50,6.6,2,3.11,12.64,1.13,8,1,1,0,67050,1902,28.57,7611,3999711
4172,3,3,3,3,19,15.88,4,6.71,11.33,19.46,8,0,1,1,27775,11555,148.8,8845,2445489
4787,6,3,1,0,36,12.44,1,7.72,18.6,16.65,7,0,1,0,148899,3098,77.27,7649,2896235
1847,3,3,3,3,38,14.16,10,1.82,2.15,4.65,7,1,1,1,63568,12360,54.17,1273,2950968
2060,3,2,4,0,23,6.23,9,5.92,16.35,6.55,10,1,1,1,115149,2144,91.08,2889,3023628
4319,3,5,1,2,6,9.03,1,2.74,19.63,18.78,9,1,1,1,33801,5025,124.26,7395,2656148
2475,4,5,1,1,10,19.82,10,2.87,0.93,13.11,5,1,0,0,109981,5851,31.02,4232,3168291
3150,3,4,1,0,30,5.97,7,4.49,17.11,15.24,8,0,0,0,70015,7372,142.35,6709,2270065
4816,2,4,1,2,6,28.96,1,3.56,5.1,9.97,8,1,1,1,125452,19505,105.34,4305,2619117
1586,3,5,4,3,13,14.3,10,4.8,6.62,15.7,10,0,0,0,129770,10518,63.48,1391,3160534
4908,6,5,3,2,13,17.01,9,2.24,16.89,9.21,10,1,0,0,108485,13235,70.29,5416,4616022
4767,4,5,4,4,0,15.82,8,5.66,5.02,18.3,5,0,0,1,96557,1750,116.97,5674,3796145
2805,3,3,4,2,11,14.01,8,2.24,6.35,7.2,3,1,1,0,27983,11446,52.83,3672,3147777
4393,3,1,4,2,5,26.23,4,6.5,18.67,7.95,1,0,1,0,148657,18812,142.28,1507,2652018
3073,4,5,1,0,35,19.74,6,5.81,9.87,0.51,8,1,0,0,45085,19365,105.03,4530,2187262
3140,4,4,4,2,49,20.46,7,8.33,2.29,19.66,8,0,1,0,73258,13816,115.05,9642,2980216
1073,4,2,2,4,25,6.63,9,2.07,0.7,4.36,7,0,1,1,59735,1392,99.31,7592,2778516
3500,3,5,4,3,1,23.44,4,4.55,5.75,19.13,4,1,1,1,33524,4823,34.16,8619,3441575
1895,1,5,1,0,44,5.71,9,6.54,17.99,18.4,3,0,0,0,127848,1115,66.2,7313,1915316
712,3,3,4,4,27,18.76,10,1.35,18.58,12.22,4,0,0,1,37436,10345,21.9,5462,2293764
3066,6,4,3,4,44,8.37,3,5.16,10.59,19.53,2,0,1,1,126715,19198,116.56,4233,3757625
2353,2,3,4,4,19,27.18,1,1.84,5.72,16.03,8,1,1,0,74285,6242,134.95,6963,2085170
3894,3,1,1,1,4,16.27,2,6.73,18.79,19.83,4,0,1,1,128315,5105,47.55,8012,2379460
3465,3,4,1,1,42,24.11,4,7.85,11.06,14.88,7,1,0,1,54119,10419,107.73,2247,2176558
1916,6,5,1,2,43,6.7,6,9.84,7.12,16.4,5,0,1,1,36432,17963,106.89,7927,2606955
4567,6,5,1,1,50,28.74,9,3.55,14.38,16.0,2,0,1,0,80712,9452,100.4,9240,3404421
651,3,5,2,2,3,22.87,6,7.92,8.64,7.35,3,0,1,0,106752,14615,34.12,6714,2729954
2290,6,4,2,2,15,23.82,4,2.07,10.94,7.88,4,1,1,0,91702,1038,109.43,5164,3036550
1001,5,2,2,0,36,10.97,1,9.6,11.42,5.24,6,0,0,0,51443,9398,102.42,4427,1400253
1803,4,2,1,2,43,11.25,6,7.36,18.82,14.63,7,0,1,1,68688,13101,123.57,8251,2214665
2299,2,5,2,4,37,23.3,4,1.64,11.78,7.35,9,1,1,1,89567,6621,122.08,9672,2327695
3286,4,2,2,4,28,15.79,1,7.14,1.89,12.25,7,1,1,1,119073,1080,128.24,5789,2863368
3936,2,3,4,3,0,26.93,3,5.03,18.82,16.24,9,1,1,1,127811,11254,26.95,1522,2977517
783,4,3,2,0,16,12.31,10,9.2,17.79,19.63,4,0,1,1,140533,17964,52.68,9108,2579276
1874,1,2,3,2,49,8.43,8,3.12,2.47,9.93,9,0,0,0,43707,2398,118.45,7513,1580049
1972,5,1,4,4,40,7.95,3,9.04,2.11,12.95,7,1,1,1,83362,2671,148.83,9007,2691883
3339,2,4,3,3,23,4.49,1,5.89,2.57,13.85,4,0,0,0,116535,13156,30.41,9599,2615627
1962,1,3,2,4,2,2.25,8,3.66,16.24,7.97,7,1,0,0,92068,12879,23.15,5862,2232316
2426,1,4,4,1,13,4.36,5,4.44,14.92,19.72,8,0,0,1,26323,13392,27.97,8441,2093674
4525,4,5,2,0,16,4.11,2,1.35,9.45,16.22,1,1,1,0,115212,3931,105.19,8472,3307662
3324,4,3,4,3,47,10.27,6,5.09,7.61,12.06,4,0,1,1,134122,10992,102.32,5579,3605478
1180,1,5,2,3,33,8.83,7,3.83,4.74,1.34,1,1,1,0,45375,9169,134.01,1406,1989255
4961,2,1,4,0,0,1.19,7,9.58,9.64,7.08,8,1,0,1,125505,10022,122.69,2464,2911568
2227,5,2,3,0,6,14.4,3,8.38,12.88,1.53,6,0,0,1,125055,6243,147.64,4688,2534355
739,5,1,3,4,40,29.68,1,5.82,13.98,14.41,2,0,0,1,85813,1178,59.34,4795,1715449
3758,3,4,4,1,5,3.45,8,1.96,8.39,2.56,10,0,1,1,138004,14554,146.64,7020,3574323
1198,3,2,4,3,12,24.93,8,2.03,0.74,15.41,7,1,1,1,74943,10564,33.11,8744,2709589
3366,5,3,4,4,36,10.4,8,3.63,4.12,3.86,8,1,1,1,114037,16306,125.46,4622,4003633
1224,4,4,1,1,46,5.25,4,6.91,14.92,1.09,5,0,1,0,108982,14914,123.48,2256,2271289
1299,5,5,4,1,9,7.1,5,5.39,10.08,7.07,10,1,0,0,67369,11790,109.27,4767,3117787
4637,3,1,4,1,48,29.65,10,7.15,18.22,15.6,7,0,0,1,114324,13889,71.69,4162,2159377
4883,1,3,1,4,13,8.26,4,3.47,11.56,8.44,6,1,0,1,78055,8653,56.97,3375,2480850
2634,1,4,4,3,9,3.28,9,5.42,6.16,0.9,7,1,1,1,37102,7087,38.21,9655,2824252
2972,5,4,1,4,46,28.52,3,6.25,7.04,8.7,3,0,1,1,54709,17742,122.65,7187,2444224
4088,4,2,2,0,11,10.46,2,2.18,15.49,16.91,8,1,1,0,54858,730,53.29,2708,2768637
2566,3,4,4,2,45,5.87,3,3.73,16.97,8.32,6,0,1,0,28720,16119,68.19,8559,2260358
2527,3,2,3,2,16,19.45,1,7.41,16.76,0.64,1,1,1,1,109515,11396,112.2,1713,2550866
3907,4,3,4,4,19,3.89,9,7.0,2.82,9.39,1,1,0,0,65894,9876,90.29,3089,3382035
3468,2,3,1,3,0,20.07,6,8.26,6.53,10.0,6,1,1,0,125829,9086,32.83,2789,2367046
1317,3,4,2,4,41,19.98,2,6.66,16.65,10.38,4,1,1,1,93407,768,107.65,3206,2483734
4389,1,2,4,3,44,3.6,6,4.47,10.29,7.09,10,0,0,1,56934,9393,83.37,5135,1937564
4810,1,2,1,4,38,22.14,3,6.1,1.37,8.35,2,1,1,1,24317,5564,110.29,5015,1887547
3947,3,3,2,3,40,9.91,8,9.7,10.73,18.61,4,1,1,1,43385,14067,25.69,1219,2976634
566,3,5,1,0,33,23.17,9,1.12,14.13,0.5,6,0,1,0,91585,13518,132.48,8848,1955856
1766,1,2,1,3,4,2.31,9,1.56,15.39,11.64,3,0,0,1,69605,13331,41.75,7001,1885975
1066,3,1,1,3,0,25.23,3,5.09,3.11,13.43,10,1,0,1,48398,11383,89.93,4894,1509166
1872,6,4,2,4,37,23.26,9,5.39,13.27,12.51,6,0,0,0,121089,8026,142.22,6889,3243851
4796,5,3,4,1,32,19.66,5,4.6,4.7,10.55,10,0,1,0,106849,1376,65.52,8999,3611277
2203,1,2,4,0,17,21.73,10,7.02,1.61,15.9,10,1,0,1,81343,19056,62.61,3569,1685155
2032,4,5,1,2,21,25.6,9,1.73,1.89,19.07,2,1,0,1,64195,17411,59.11,8924,2856120
2609,1,1,2,3,11,16.8,9,9.73,7.26,11.03,1,1,0,0,128558,2328,92.47,1368,1869635
4242,1,1,4,2,13,28.95,6,5.02,13.87,13.32,10,0,1,1,127384,12742,133.52,7908,2496360
700,6,5,3,3,38,22.0,1,1.94,14.04,11.46,3,0,1,0,55808,6635,58.14,5676,3176374
804,1,2,3,0,36,20.93,7,9.07,9.25,3.21,5,1,0,1,126013,16000,109.58,3610,1350094
4863,4,4,3,3,24,7.66,1,9.5,10.86,7.0,3,0,0,0,24843,14182,52.48,8539,2793904
1159,5,1,3,1,2,20.5,3,2.75,6.66,17.42,8,1,1,0,48154,14679,149.05,4067,2435616
4433,4,3,4,2,46,11.04,3,3.99,8.57,6.81,7,1,0,1,119903,13099,54.76,9207,3538426
4801,2,4,3,4,30,3.79,1,1.46,3.93,7.37,7,1,1,0,51282,9862,77.81,9351,3061010
1616,5,3,3,2,29,0.68,2,7.2,6.57,1.19,7,0,0,1,25291,14505,98.44,6486,2220730
1037,5,1,4,0,12,16.28,8,8.7,7.6,12.53,6,1,0,0,95348,17686,142.1,4128,2280031
1743,3,1,4,3,46,3.07,9,1.05,2.6,14.02,8,1,1,0,69678,2190,127.88,9937,2179616
4757,3,5,2,3,6,29.85,4,7.16,11.68,5.79,5,0,1,1,71175,17433,89.32,4477,3285012
3923,1,4,1,4,42,14.68,8,4.45,19.37,6.67,1,1,0,0,123470,14074,102.48,3663,2099932
4162,5,1,1,2,12,20.07,3,9.94,0.89,6.71,8,1,0,0,138840,17916,117.82,5947,2651520
3509,5,4,4,4,20,11.54,2,6.76,8.61,2.26,1,1,0,1,133615,7371,34.2,9523,3867545
3355,5,3,1,1,47,7.46,5,3.95,14.48,4.44,6,0,0,1,65551,10961,128.77,2270,2275636
3639,2,4,3,1,21,3.53,5,6.37,10.53,8.53,3,1,0,0,46939,3764,80.41,1545,2222011
4798,6,1,1,3,0,23.54,8,4.49,16.69,5.84,4,1,1,0,43784,12799,146.16,4408,2990203
3503,4,3,1,3,40,5.79,9,6.98,10.16,16.32,6,0,0,1,114515,3388,54.97,4731,2989067
1280,4,2,2,3,32,11.29,5,7.57,15.99,6.58,6,0,1,0,103034,5143,126.85,5027,2218748
2853,6,4,2,1,16,1.55,6,9.35,18.69,16.15,4,0,1,0,145986,4298,149.14,1278,3239706
2681,3,5,2,3,23,25.45,3,2.77,1.5,10.09,6,1,0,0,63839,12492,143.5,7583,2391079
4670,3,5,1,4,49,5.04,5,8.95,12.44,15.67,5,1,0,0,134587,11812,113.15,9000,2948278
2158,5,1,4,4,47,29.1,7,6.67,0.52,13.64,1,1,1,1,135930,12633,23.41,8454,3212007
627,3,4,4,2,50,10.04,10,7.89,12.86,15.08,7,1,1,1,133422,4860,41.29,3772,2980141
1988,1,3,2,0,3,12.28,2,6.17,17.41,16.62,10,1,0,0,70043,8435,64.18,2286,1236610
2967,6,2,1,1,35,12.24,3,8.34,4.72,11.3,2,1,0,0,103363,9922,140.89,5881,2326872
1693,3,5,2,1,18,7.58,3,3.08,3.06,14.2,1,0,0,0,36962,15166,88.44,3806,2453306
1819,3,2,3,0,41,17.79,8,6.1,14.43,5.05,4,0,1,1,35279,16382,149.66,4011,1698023
4755,3,4,4,3,18,2.15,9,7.78,18.02,12.12,8,1,1,0,69278,2764,137.66,1056,3749106
2050,1,4,1,4,3,12.07,4,4.39,3.01,18.99,2,1,1,1,130036,5869,74.78,9026,2501867
4017,2,5,2,2,20,24.44,9,6.15,14.3,17.37,4,0,1,0,144039,16964,40.31,5577,3246635
1861,5,2,2,1,10,28.41,4,2.77,14.55,2.11,9,1,0,0,48504,11570,98.18,1457,2216918
1684,4,1,3,0,46,20.78,5,3.69,3.85,7.1,3,0,0,1,126295,12613,70.42,1430,2325439
2306,5,2,3,0,17,12.74,3,7.25,12.47,4.19,8,1,0,1,140998,6947,131.68,4838,2688083
4778,4,5,3,4,5,22.08,10,1.19,5.23,1.13,5,1,1,1,94761,11823,27.7,4033,4462681
4407,2,2,2,1,0,0.67,1,6.04,17.54,1.87,7,1,1,1,109295,15454,57.07,6735,2533577
1302,3,5,2,2,41,11.73,6,1.37,12.94,7.93,3,0,1,0,117816,6159,63.28,3132,2811814
2664,6,1,1,0,48,26.29,6,7.65,3.97,6.41,2,0,1,1,78418,14291,136.52,9313,1863437
2673,1,3,4,2,30,1.54,4,4.82,5.7,16.91,6,0,0,0,76383,10991,55.19,4685,1935681
3842,6,1,3,1,19,26.12,4,5.31,7.23,17.85,5,0,0,0,99783,2628,63.57,7738,3082640
2527,6,1,3,1,46,29.06,2,7.73,4.13,19.83,3,1,1,1,56926,14853,91.37,2011,2525178
4090,6,4,3,2,10,15.43,4,1.33,19.66,14.87,8,0,0,0,116097,1701,34.19,5822,3866062
4790,1,3,4,4,40,9.27,3,1.94,14.91,9.91,10,0,0,1,53577,19642,29.04,1895,2277254
4098,2,2,1,2,36,5.6,1,3.55,12.22,0.82,7,1,0,1,31219,4762,29.54,8510,1534635
2748,6,2,1,0,22,11.43,1,2.95,7.61,10.68,8,1,0,1,74428,1005,120.2,8288,2613884
1448,3,1,3,4,14,10.69,2,3.99,0.91,7.35,5,0,1,1,26783,5614,28.46,4773,2347393
3680,1,1,3,0,7,2.84,7,2.57,14.64,17.0,5,0,1,0,54504,4165,24.65,2720,2146935
